ID,Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
2513,21 Jump Street,1973,7.3,"11,709","Crime, Drama, Mystery",60,Series,TV014,102,None,Moderate,Mild,Moderate,Moderate
2514,The Alpines,2021,5.7,"2,249","Drama, Horror, Mystery",93,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
2515,The Young and the Restless,2021,5.1,"5,978","Drama, Romance",60,Series,TV014,12277,Moderate,Severe,Severe,Mild,Mild
2516,If Beale Street Could Talk,2018,7.1,"46,133","Drama, Romance",119,Film,R,0,Moderate,Mild,Moderate,Mild,Mild
2517,Firefly Lane,2018,7.4,"17,997","Drama, Romance",None,Series,TV0MA,11,Moderate,None,Moderate,Moderate,Mild
2518,Falling Down,1993,7.6,"180,611","Action, Crime, Drama",113,Film,R,0,Mild,Moderate,Severe,Mild,Severe
2519,Hotel Transylvania 2,2015,6.7,"116,092","Animation, Adventure, Comedy",89,Film,PG,0,None,Mild,None,None,Mild
2520,Public Enemies,2009,7,"290,768","Biography, Crime, Drama",140,Film,R,0,Mild,Moderate,Mild,Mild,Moderate
2521,Blades of Glory,2007,6.3,"163,246","Comedy, Sport",93,Film,PG013,0,Moderate,Mild,Moderate,Mild,None
2522,Workin' Moms,2007,7.7,"13,691",Comedy,30,Series,TV0MA,70,Moderate,None,Moderate,Moderate,None
2523,Pitch Perfect 2,2015,6.4,"149,127","Comedy, Music",115,Film,PG013,0,Mild,None,Mild,Mild,None
2524,Inherent Vice,2014,6.7,"99,335","Comedy, Crime, Drama",148,Film,R,0,Moderate,Mild,Severe,Severe,Moderate
2525,The Replacements,2000,6.6,"61,174","Comedy, Sport",118,Film,PG013,0,Mild,Mild,Moderate,Mild,Mild
2526,Defiance,2008,7.2,"143,033","Action, Drama, History",137,Film,R,0,Mild,Moderate,Moderate,Mild,Severe
2527,Erin Brockovich,2000,7.4,"186,799","Biography, Drama",131,Film,R,0,Mild,Mild,Moderate,Mild,Mild
2528,Shark Tale,2004,6,"174,445","Animation, Adventure, Comedy",90,Film,PG,0,Mild,Mild,Mild,Mild,Mild
2529,Under the Dome,2004,6.6,"103,580","Drama, Mystery, Sci0Fi",43,Series,TV014,39,Moderate,Moderate,Mild,Moderate,Severe
2530,The Final Destination,2009,5.2,"101,193","Action, Horror, Thriller",82,Film,R,0,Moderate,Severe,Severe,Moderate,Severe
2531,RoboCop,1987,7.6,"244,145","Action, Crime, Sci0Fi",102,Film,R,0,Mild,Severe,Severe,Moderate,Severe
2532,The Change0Up,2011,6.3,"174,747","Comedy, Fantasy",112,Film,R,0,Severe,Mild,Severe,Moderate,None
2533,The Rainmaker,1997,7.2,"69,736","Crime, Drama, Thriller",135,Film,PG013,0,Mild,Mild,Mild,Mild,Mild
2534,The Karate Kid,2010,6.2,"171,499","Action, Drama, Family",140,Film,PG,0,None,Moderate,Mild,None,Mild
2535,Contact,1997,7.5,"264,273","Drama, Mystery, Sci0Fi",150,Film,PG,0,Mild,Mild,Mild,Mild,Mild
2536,Monsters at Work,1997,7.1,"5,063","Animation, Adventure, Comedy",22,Series,TV0G,10,None,Mild,None,None,None
2537,Blossom,1997,6.1,"7,592","Comedy, Drama, Family",30,Series,TV0PG,114,Mild,None,None,No Rate,No Rate
2538,Venom,2005,4.6,"9,923",Horror,87,Film,R,0,Mild,Severe,Severe,Mild,Severe
2539,City on a Hill,2005,7.6,"10,208","Crime, Drama, Thriller",60,Series,TV0MA,26,Moderate,Moderate,Severe,Moderate,Moderate
2540,Apache Junction,2021,3.8,178,"Action, Adventure, Crime",94,Film,R,0,No Rate,No Rate,No Rate,No Rate,No Rate
2541,The Cowboys,1972,7.4,"13,849","Adventure, Drama, Western",134,Film,GP,0,Mild,Moderate,Moderate,Mild,Moderate
2542,This Is 40,2012,6.2,"133,744","Comedy, Romance",134,Film,R,0,Moderate,Mild,Severe,Mild,None
2543,Xena: Warrior Princess,2012,6.7,"43,432","Action, Adventure, Drama",45,Series,TV0PG,134,Mild,Moderate,None,Mild,Mild
2544,Mission: Impossible,2012,7.9,"8,866","Action, Adventure, Crime",50,Series,TV0PG,171,None,Mild,No Rate,Mild,No Rate
2545,The Masked Singer,2012,5.9,"3,685","Game0Show, Music, Reality0TV",60,Series,TV0PG,77,Mild,None,Moderate,Mild,Mild
2546,Jason Bourne,2016,6.6,"216,427","Action, Thriller",123,Film,PG013,0,None,Moderate,Moderate,None,Moderate
2547,Hotaru no haka,1988,8.5,"253,961","Animation, Drama, War",89,Film,Not Rated,0,None,Moderate,Mild,Mild,Severe
2548,Who Framed Roger Rabbit,1988,7.7,"191,275","Animation, Adventure, Comedy",104,Film,PG,0,Mild,Mild,Mild,Moderate,Moderate
2549,Demolition,2015,7,"94,811","Comedy, Drama",101,Film,R,0,Mild,Mild,Moderate,Mild,Mild
2550,The Warriors,1979,7.6,"98,134","Action, Crime, Thriller",92,Film,R,0,Mild,Moderate,Moderate,Mild,Moderate
2551,Robin Hood,2010,6.6,"260,414","Action, Adventure, Drama",140,Film,PG013,0,Mild,Moderate,Mild,Mild,Moderate
2552,Conan the Barbarian,2011,5.2,"97,378","Action, Adventure, Fantasy",113,Film,R,0,Moderate,Severe,Mild,Mild,Moderate
2553,Dublin Murders,2019,7.2,"9,644","Crime, Drama, Mystery",60,Series,TV0MA,8,Mild,Moderate,Mild,Moderate,Mild
2554,Along Came a Spider,2001,6.4,"81,482","Drama, Thriller",104,Film,R,0,Mild,Severe,Moderate,Mild,Moderate
2555,Forbidden Planet,1956,7.6,"47,290","Action, Adventure, Sci0Fi",98,Film,G,0,None,Mild,None,Mild,Mild
2556,LuLaRich,1956,7.8,"2,381",Documentary,None,Series,TV014,4,No Rate,No Rate,No Rate,No Rate,No Rate
2557,Aquaman and the Lost Kingdom,2022,No Rate,No Votes,"Action, Adventure, Fantasy",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
2558,Thelma & Louise,1991,7.5,"144,992","Adventure, Crime, Drama",130,Film,R,0,Moderate,Moderate,Moderate,Mild,Moderate
2559,The Boondock Saints,1999,7.7,"233,172","Action, Crime, Thriller",108,Film,R,0,Moderate,Severe,Severe,Moderate,Moderate
2560,Sausage Party,2016,6.1,"184,434","Animation, Adventure, Comedy",89,Film,R,0,Severe,Moderate,Severe,Moderate,Moderate
2561,Private Eyes,2016,7.4,"4,147","Comedy, Crime, Drama",43,Series,TV0PG,60,Mild,Mild,Mild,No Rate,No Rate
2562,Transformers: Age of Extinction,2014,5.6,"305,225","Action, Adventure, Sci0Fi",165,Film,PG013,0,Mild,Moderate,Moderate,Moderate,Moderate
2563,The Spanish Princess,2014,6.9,"6,539","Drama, History, Romance",55,Series,TV0MA,16,Moderate,Moderate,No Rate,No Rate,Moderate
2564,Without a Trace,2014,6.9,"19,129","Crime, Drama, Mystery",60,Series,TV014,160,No Rate,No Rate,No Rate,No Rate,No Rate
2565,Barbarians,2014,7.2,"20,945","Action, Adventure, Drama",280,Series,TV0MA,12,Mild,Severe,Mild,Mild,Moderate
2566,9 Songs,2004,4.8,"22,129","Drama, Music, Romance",71,Film,Not Rated,0,Severe,None,Mild,Moderate,None
2567,Clash of the Titans,2010,5.8,"276,368","Action, Adventure, Fantasy",106,Film,PG013,0,Mild,Moderate,Mild,None,Moderate
2568,Dracula Untold,2014,6.3,"186,984","Action, Drama, Fantasy",92,Film,PG013,0,Mild,Moderate,None,None,Moderate
2569,Sen Ã‡al Kapimi,2014,7.5,"7,043","Comedy, Romance",120,Series,TV0PG,52,Mild,No Rate,No Rate,No Rate,No Rate
2570,Sweet Magnolias,2014,7.4,"10,909","Drama, Romance",None,Series,TV014,19,Mild,None,Mild,No Rate,No Rate
2571,MacGyver,2014,7.7,"37,198","Action, Adventure, Crime",48,Series,TV0PG,139,Mild,Mild,Mild,Mild,Moderate
2572,The Mask of Zorro,1998,6.8,"175,923","Action, Adventure, Comedy",136,Film,PG013,0,Mild,Moderate,Mild,Mild,Moderate
2573,Lawrence of Arabia,1962,8.3,"280,229","Adventure, Biography, Drama",228,Film,Approved,0,None,Moderate,Mild,Mild,Moderate
2574,Downton Abbey: A New Era,2022,No Rate,No Votes,"Drama, Romance",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
2575,Miami Vice,2006,6,"113,818","Action, Crime, Drama",132,Film,R,0,Moderate,Severe,Moderate,Moderate,Moderate
2576,The Elephant Man,1980,8.1,"231,156","Biography, Drama",124,Film,PG,0,None,Mild,Mild,Mild,Severe
2577,Law Abiding Citizen,2009,7.4,"283,020","Action, Crime, Drama",109,Film,R,0,Mild,Severe,Severe,Mild,Severe
2578,Pinocchio,2022,No Rate,No Votes,"Animation, Drama, Family",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
2579,Slither,2006,6.5,"78,945","Comedy, Horror, Sci0Fi",95,Film,R,0,Mild,Severe,Severe,Mild,Severe
2580,Dirty Work,1998,6.4,"26,350",Comedy,82,Film,PG013,0,Moderate,Mild,Mild,Mild,None
2581,Brothers & Sisters,1998,7.3,"22,625",Drama,60,Series,TV0PG,110,Mild,None,Mild,No Rate,Mild
2582,Return to Halloweentown,2004,5.5,"6,234","Action, Comedy, Family",88,Film,TV0PG,0,None,No Rate,Mild,No Rate,None
2583,Forgetting Sarah Marshall,2008,7.1,"274,065","Comedy, Drama, Romance",111,Film,R,0,Severe,Mild,Moderate,Mild,None
2584,Sleepless in Seattle,1993,6.8,"167,456","Comedy, Drama, Romance",105,Film,PG,0,Mild,None,Mild,Mild,None
2585,Palmer,2021,7.3,"29,480",Drama,110,Film,R,0,Moderate,Mild,Moderate,Moderate,Mild
2586,Gi0eok0ui bam,2017,7.5,"26,651","Mystery, Thriller",108,Film,TV0MA,0,None,Moderate,Mild,Mild,Moderate
2587,To Kill a Mockingbird,1962,8.3,"304,935","Crime, Drama",129,Film,Approved,0,None,Mild,Mild,Mild,Moderate
2588,Anatomie,2000,6,"12,481","Horror, Thriller",103,Film,R,0,Moderate,Severe,Moderate,Mild,Severe
2589,Numb3rs,2000,6.9,"40,999","Crime, Drama, Mystery",43,Series,TV0PG,119,Mild,Moderate,Mild,No Rate,Moderate
2590,The Little Rascals,1994,6.3,"46,692","Comedy, Family, Romance",82,Film,PG,0,None,Mild,None,None,Mild
2591,Beautiful Creatures,2013,6.2,"85,965","Drama, Fantasy, Romance",124,Film,PG013,0,Mild,Mild,Mild,None,Mild
2592,Beethoven,1992,5.7,"69,374","Comedy, Drama, Family",87,Film,PG,0,None,Mild,Mild,Mild,Mild
2593,Disenchantment,1992,7.2,"52,692","Animation, Action, Adventure",30,Series,TV014,40,Mild,Moderate,Mild,Moderate,Mild
2594,Onward,2020,7.4,"126,955","Animation, Adventure, Comedy",102,Film,PG,0,None,Mild,None,None,Mild
2595,The Expendables 3,2014,6.1,"175,832","Action, Adventure, Thriller",126,Film,PG013,0,None,Moderate,Moderate,Mild,Moderate
2596,Norsemen,2014,7.8,"16,301",Comedy,30,Series,TV0MA,18,Moderate,Severe,Moderate,Mild,Mild
2597,Mad Max 2,1981,7.6,"173,077","Action, Adventure, Sci0Fi",96,Film,R,0,Moderate,Moderate,Mild,None,Moderate
2598,The Man from Toronto,2022,No Rate,No Votes,"Action, Comedy, Drama",None,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
2599,Dirk Gently's Holistic Detective Agency,2022,8.2,"46,742","Action, Adventure, Comedy",60,Series,TV014,18,Mild,Moderate,Mild,Mild,Mild
2600,Rebecca,2020,6,"37,363","Drama, Mystery, Romance",123,Film,PG013,0,Mild,None,None,Mild,Mild
2601,Beauty and the Beast,1991,8,"429,091","Animation, Family, Fantasy",84,Film,G,0,None,Mild,None,Mild,Mild
2602,Adventures of a Mathematician,2020,5.5,167,"Biography, Drama",102,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
2603,Bridge of Spies,2015,7.6,"299,591","Drama, History, Thriller",142,Film,PG013,0,None,Moderate,Moderate,Mild,Mild
2604,Marriage on the Rocks,1965,5.8,"1,145",Comedy,109,Film,Approved,0,No Rate,No Rate,No Rate,No Rate,No Rate
2605,Sex and the City,2008,5.6,"118,801","Comedy, Drama, Romance",145,Film,R,0,Severe,None,Moderate,Mild,None
2606,Prospect,2018,6.3,"25,460","Adventure, Drama, Sci0Fi",100,Film,R,0,None,Moderate,Mild,Mild,Moderate
2607,Beck,2018,7.4,"4,649","Crime, Mystery, Thriller",90,Series,Not Rated,42,No Rate,No Rate,No Rate,No Rate,No Rate
2608,Cursed,2020,5.9,"27,078","Adventure, Drama, Fantasy",60,Series,TV0MA,10,Mild,Severe,Mild,Mild,Moderate
2609,Atomic Blonde,2017,6.7,"185,030","Action, Thriller",115,Film,R,0,Moderate,Severe,Moderate,Moderate,Moderate
2610,The Goldfinch,2019,6.4,"20,109",Drama,149,Film,R,0,None,Mild,Moderate,Severe,Mild
2611,Crawl,2019,6.1,"78,056","Action, Horror, Thriller",87,Film,R,0,None,Severe,Moderate,None,Severe
2612,Leaving Las Vegas,1995,7.5,"119,359","Drama, Romance",111,Film,R,0,Moderate,Moderate,Severe,Severe,Severe
2613,Perfume: The Story of a Murderer,2006,7.5,"241,534","Crime, Drama, Fantasy",147,Film,R,0,Severe,Severe,None,Mild,Moderate
2614,The Gifted,2006,7.3,"33,065","Action, Drama, Fantasy",43,Series,TV014,29,None,Mild,Mild,Mild,Mild
2615,La Fortuna,2021,7.1,172,"Adventure, Thriller",None,Series,None,6,No Rate,No Rate,No Rate,No Rate,No Rate
2616,Coyote Ugly,2000,5.7,"110,965","Comedy, Drama, Music",100,Film,PG013,0,Mild,Mild,Mild,Mild,Mild
2617,Den of Thieves,2018,7,"101,546","Action, Crime, Drama",140,Film,R,0,Mild,Moderate,Severe,Moderate,Moderate
2618,V,2018,6.8,"54,605","Drama, Sci0Fi, Thriller",42,Series,TV014,23,Mild,Severe,Mild,Mild,Moderate
2619,The Good Liar,2019,6.7,"34,278","Crime, Drama, Mystery",109,Film,R,0,Mild,Moderate,Moderate,Mild,Moderate
2620,Nip/Tuck,2019,7.6,"54,327",Drama,44,Series,TV0MA,100,Severe,Severe,Severe,Moderate,Severe
2621,HabitaciÃ³n en Roma,2010,6.1,"23,222","Drama, Romance",107,Film,Not Rated,0,Severe,Mild,Mild,Mild,None
2622,Legion,2010,5.3,"102,632","Action, Fantasy, Horror",100,Film,R,0,None,Severe,Severe,Mild,Severe
2623,The Mutation,2021,4.1,468,"Horror, Sci0Fi, Thriller",87,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
2624,Dark Side of the Ring,2021,8.8,"2,410","Documentary, Drama, History",60,Series,TV014,30,No Rate,No Rate,No Rate,No Rate,No Rate
2625,Doctor Foster,2021,7.7,"17,263",Drama,60,Series,TV0MA,10,Moderate,Mild,Moderate,Mild,Mild
2626,Black Summer,2021,6.5,"26,715","Action, Drama, Horror",40,Series,TV0MA,16,Mild,Moderate,Moderate,Mild,Severe
2627,Unbreakable Kimmy Schmidt,2021,7.6,"67,004",Comedy,30,Series,TV014,51,Mild,None,Mild,Mild,None
2628,Haunt,2019,6.3,"24,822","Horror, Thriller",92,Film,R,0,None,Severe,Moderate,Mild,Severe
2629,Die Hard 2,1990,7.1,"348,068","Action, Thriller",124,Film,R,0,Mild,Severe,Severe,Mild,Moderate
2630,War for the Planet of the Apes,2017,7.4,"240,090","Action, Adventure, Drama",140,Film,PG013,0,None,Moderate,Mild,Mild,Moderate
2631,Gintama,2017,8.6,"8,691","Animation, Action, Comedy",25,Series,TV014,375,Moderate,Severe,Moderate,Moderate,Moderate
2632,George Lopez,2017,6.7,"11,028","Comedy, Drama",30,Series,TV0PG,120,None,None,Mild,Moderate,None
2633,Annabelle Comes Home,2019,5.9,"67,797","Horror, Mystery, Thriller",106,Film,R,0,None,Moderate,Mild,None,Severe
2634,Sixteen Candles,1984,7,"110,378","Comedy, Romance",93,Film,PG,0,Moderate,None,Moderate,Moderate,None
2635,I Still Know What You Did Last Summer,1998,4.7,"71,460","Horror, Mystery",100,Film,R,0,Mild,Severe,Severe,Moderate,Severe
2636,Henry Danger,1998,5.8,"4,196","Action, Comedy, Family",30,Series,TV0G,121,None,Mild,None,None,Mild
2637,Spy,2015,7,"237,657","Action, Comedy",120,Film,R,0,Moderate,Severe,Severe,Mild,Mild
2638,Enter the Void,2009,7.3,"75,471","Drama, Fantasy",161,Film,Not Rated,0,Severe,Moderate,Severe,Severe,Severe
2639,Cursed,2005,5,"31,779","Comedy, Horror",97,Film,PG013,0,Mild,Moderate,Moderate,Moderate,Moderate
2640,Black Snake Moan,2006,6.9,"62,539","Drama, Music",116,Film,R,0,Moderate,Moderate,Severe,Moderate,Moderate
2641,Steve Jobs,2015,7.2,"162,609","Biography, Drama",122,Film,R,0,None,None,Moderate,Mild,Mild
2642,For Those Who Think Young,1964,5.3,478,Comedy,96,Film,Approved,0,No Rate,No Rate,No Rate,No Rate,No Rate
2643,The Waterboy,1998,6.1,"155,357","Comedy, Sport",90,Film,PG013,0,Mild,Mild,Moderate,Mild,None
2644,Reno 911!,1998,7.9,"18,300","Comedy, Crime",22,Series,TV014,113,Moderate,Mild,Moderate,Mild,Mild
2645,MÃ¤n som hatar kvinnor,2009,7.8,"212,757","Crime, Drama, Mystery",152,Film,R,0,Severe,Severe,Severe,Mild,Severe
2646,Movie 43,2013,4.3,"102,613",Comedy,94,Film,R,0,Severe,Moderate,Severe,Moderate,Mild
2647,Focus,2015,6.6,"231,723","Comedy, Crime, Drama",105,Film,R,0,Moderate,Moderate,Severe,Mild,Mild
2648,That Time I Got Reincarnated as a Slime,2015,8.1,"7,127","Animation, Action, Adventure",25,Series,TV0PG,56,Moderate,Moderate,Mild,Mild,Mild
2649,Lolita,1962,7.6,"97,276","Crime, Drama, Romance",153,Film,Not Rated,0,Mild,Mild,None,Mild,Mild
2650,In the Mouth of Madness,1994,7.2,"65,455","Drama, Fantasy, Horror",95,Film,R,0,Mild,Moderate,Mild,Mild,Severe
2651,The Island,2005,6.8,"308,320","Action, Sci0Fi, Thriller",136,Film,PG013,0,Mild,Moderate,Moderate,Mild,Mild
2652,The Picture of Dorian Gray,1945,7.5,"12,667","Drama, Fantasy, Horror",110,Film,Not Rated,0,Mild,Mild,None,Moderate,Mild
2653,Poketto monsutÃ¢,1945,7.5,"40,467","Animation, Action, Adventure",24,Series,TV0Y7,1186,None,Mild,None,None,Moderate
2654,Fantasy Island,2020,4.9,"43,668","Action, Adventure, Fantasy",109,Film,PG013,0,Mild,Moderate,Mild,Mild,Mild
2655,Peter Rabbit 2: The Runaway,2021,6.2,"7,310","Animation, Adventure, Comedy",93,Film,E,0,None,Mild,None,None,Mild
2656,Gold Rush: Alaska,2021,7.3,"4,568",Reality0TV,45,Series,TV014,258,None,None,Mild,None,None
2657,Exit,2021,8.2,"8,337",Drama,30,Series,TV0MA,16,Severe,Severe,Severe,Severe,Moderate
2658,V/H/S/2,2013,6,"38,000","Horror, Thriller",96,Film,R,0,Severe,Severe,Severe,Mild,Severe
2659,Censor,2021,6,"7,162","Horror, Mystery",84,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
2660,Enemy of the State,1998,7.3,"235,028","Action, Thriller",132,Film,R,0,Mild,Moderate,Severe,Mild,Moderate
2661,Dirty Harry,1971,7.7,"149,671","Action, Crime, Thriller",102,Film,R,0,Moderate,Moderate,Moderate,Mild,Moderate
2662,Monster,2003,7.3,"144,058","Biography, Crime, Drama",109,Film,R,0,Moderate,Severe,Severe,Severe,Severe
2663,Foyle's War,2003,8.4,"13,753","Crime, Drama, Mystery",90,Series,TV014,28,None,Moderate,Mild,Mild,None
2664,Top Gear,2003,8.6,"112,689","Adventure, Comedy, Reality0TV",60,Series,TV0PG,311,Mild,Mild,Mild,Mild,None
2665,Rambo: Last Blood,2019,6.1,"90,239","Action, Thriller",89,Film,R,0,Mild,Severe,Severe,Moderate,Severe
2666,Dronningen,2019,7.1,"9,820",Drama,127,Film,NC017,0,Severe,Mild,Mild,Mild,Moderate
2667,Miss Sloane,2016,7.5,"69,902",Drama,132,Film,R,0,Mild,Mild,Mild,Mild,None
2668,Luke Cage,2016,7.3,"121,986","Action, Crime, Drama",55,Series,TV0MA,26,Moderate,Severe,Moderate,Moderate,Moderate
2669,Kung Fu Panda,2008,7.6,"439,672","Animation, Action, Adventure",92,Film,PG,0,None,Mild,None,None,Mild
2670,Halt and Catch Fire,2008,8.4,"30,499",Drama,60,Series,TV014,40,Mild,Mild,Mild,Mild,Mild
2671,Enchanted,2007,7,"188,165","Animation, Adventure, Comedy",107,Film,PG,0,Mild,Mild,None,None,Mild
2672,Seance,2021,5.3,"1,822","Horror, Mystery",92,Film,R,0,Mild,Severe,Mild,Mild,Mild
2673,James and the Giant Peach,1996,6.7,"63,548","Animation, Adventure, Family",79,Film,PG,0,None,Mild,Mild,Mild,Moderate
2674,Walk the Line,2005,7.8,"242,054","Biography, Drama, Music",136,Film,PG013,0,Mild,Mild,Mild,Moderate,Mild
2675,The Hunger,1983,6.7,"24,511","Drama, Horror",97,Film,R,0,Moderate,Moderate,Mild,Mild,Mild
2676,Lion,2016,8,"225,250","Biography, Drama",118,Film,PG013,0,Mild,Mild,None,Mild,Moderate
2677,The Theory of Everything,2014,7.7,"424,977","Biography, Drama, Romance",123,Film,PG013,0,Mild,Mild,Mild,Mild,Mild
2678,AlienÂ³,1992,6.5,"288,133","Action, Horror, Sci0Fi",114,Film,R,0,Mild,Severe,Severe,Mild,Severe
2679,The Firm,1993,6.8,"127,431","Drama, Mystery, Thriller",154,Film,R,0,Mild,Moderate,Moderate,Mild,Moderate
2680,Good Joe Bell,2020,5.5,"3,005","Biography, Drama",94,Film,R,0,Mild,Mild,Moderate,Mild,Mild
2681,Evolution,2001,6.1,"125,278","Comedy, Sci0Fi",101,Film,PG013,0,Mild,Moderate,Mild,Mild,Mild
2682,Kynodontas,2009,7.2,"89,623","Drama, Thriller",97,Film,Not Rated,0,Severe,Severe,Moderate,Mild,Severe
2683,Hustle Down,2021,4.2,88,"Action, Comedy, Drama",97,Film,None,0,No Rate,No Rate,No Rate,No Rate,No Rate
2684,Marco effekten,2021,5.1,789,"Crime, Thriller",125,Film,Not Rated,0,No Rate,No Rate,No Rate,No Rate,No Rate
2685,Dark City,1998,7.6,"194,042","Fantasy, Mystery, Sci0Fi",100,Film,R,0,Mild,Moderate,None,Mild,Moderate
2686,The Founder,2016,7.2,"138,333","Biography, Drama",115,Film,PG013,0,None,None,Mild,Mild,None
2687,French Exit,2020,5.9,"4,828","Comedy, Drama",113,Film,R,0,None,Mild,Moderate,Mild,Mild
2688,In the Heat of the Night,2020,7.6,"4,592","Crime, Drama, Mystery",60,Series,TV014,146,Mild,Mild,Mild,No Rate,No Rate
2689,Resident Evil,2020,No Rate,No Votes,"Action, Horror, Sci0Fi",None,Series,None,8,No Rate,No Rate,No Rate,No Rate,No Rate
2690,Get Rich or Die Tryin',2005,5.4,"45,675","Biography, Crime, Drama",117,Film,R,0,Severe,Severe,Severe,Moderate,Severe
2691,Terrifier,2016,5.7,"16,223","Horror, Thriller",82,Film,Unrated,0,Severe,Severe,Moderate,Mild,Severe
2692,Mulan,1998,7.6,"269,543","Animation, Adventure, Comedy",88,Film,G,0,Mild,Mild,None,None,Mild
2693,Yakusoku no Neverland,1998,8.4,"30,294","Animation, Adventure, Drama",23,Series,TV014,23,None,Mild,Mild,None,Moderate
2694,The Adventures of Sharkboy and Lavagirl 30D,2005,3.7,"35,606","Action, Adventure, Comedy",93,Film,PG,0,Mild,Mild,None,None,Moderate
2695,Panic,2021,6.5,"6,463","Adventure, Crime, Drama",None,Series,TV014,10,Mild,Mild,Moderate,Moderate,No Rate
2696,The Humans,2021,7.4,116,Drama,108,Film,R,0,No Rate,No Rate,No Rate,No Rate,Severe
2697,Angels & Demons,2009,6.7,"283,109","Action, Mystery, Thriller",138,Film,PG013,0,None,Severe,Mild,Mild,Severe
2698,Sinsegye,2013,7.6,"22,052","Action, Crime, Drama",135,Film,Not Rated,0,Mild,Severe,Severe,Moderate,Severe
2699,Bloodsport,1988,6.8,"80,929","Action, Biography, Drama",92,Film,R,0,Mild,Moderate,Moderate,Mild,Mild
2700,Sort Of,1988,5.5,217,Comedy,30,Series,None,8,No Rate,No Rate,No Rate,No Rate,No Rate
2701,Incredibles 2,2018,7.6,"270,157","Animation, Action, Adventure",118,Film,PG,0,None,Mild,Mild,Mild,Mild
2702,Transcendence,2014,6.2,"222,701","Action, Drama, Sci0Fi",119,Film,PG013,0,None,Moderate,Mild,Mild,Moderate
2703,TURN,2014,8.1,"20,730","Drama, History, War",60,Series,TV014,40,Moderate,Moderate,Mild,Mild,Mild
2704,Only Lovers Left Alive,2013,7.3,"96,334","Comedy, Drama, Fantasy",123,Film,R,0,Mild,Moderate,Moderate,Mild,Mild
2705,The Dirt,2019,7,"44,144","Biography, Comedy, Drama",107,Film,TV0MA,0,Severe,Moderate,Severe,Severe,Mild
2706,Beowulf,2007,6.2,"165,102","Animation, Action, Adventure",115,Film,PG013,0,Moderate,Severe,Mild,Moderate,Moderate
2707,Prince of Persia: The Sands of Time,2010,6.6,"280,018","Action, Adventure, Fantasy",116,Film,PG013,0,None,Moderate,None,Mild,Moderate
2708,The A0Team,2010,6.7,"252,498","Action, Adventure, Thriller",117,Film,PG013,0,Mild,Moderate,Moderate,Mild,Mild
2709,The Girl Next Door,2007,6.6,"25,093","Crime, Drama, Thriller",91,Film,R,0,Severe,Severe,Severe,Moderate,Severe
2710,Bride of Frankenstein,1935,7.8,"45,976","Drama, Horror, Sci0Fi",75,Film,Not Rated,0,None,Mild,None,Mild,Mild
2711,Moon Knight,1935,No Rate,No Votes,"Action, Adventure, Drama",None,Series,None,6,No Rate,No Rate,No Rate,No Rate,No Rate
